sector;Institución;Código Institución;RUT Unidad de Compra;Código Unidad de Compra;Unidad de Compra;Región Unidad de Compra
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.160.200-1;5155;SECRETARIA DE PLANIFICACIÓN;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.160.202-8;5156;DEPARTAMENTO DE SALUD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.160.201-K;5157;DPTO. EDUCACIÓN;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.263.900-6;550306;CEIA FERMIN FIERRO LUENGO;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;60.903.250-2;5668;LICEO MARIANO LATORRE DE CURANILAHUE;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.160.200-1;5892;DIDECO;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;60.924.545-k;595486;ESCUELA E-776 PABLO NERUDA;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;127036;69.160.200-1;691944;OBRAS;Bío-Bío
Gob. Central, Universidades;SUPERINTENDENCIA DE CASINOS DE JUEGO;128260;61.976.100-6;1096857;BIENESTAR SCJ;Metropolitana
Gob. Central, Universidades;SUPERINTENDENCIA DE CASINOS DE JUEGO;128260;61.976.100-6;5164;SUPERINTENDENCIA DE CASINOS DE JUEGO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;1004217;DIRECCIÓN DE DESARROLLO COMUNITARIO;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;1012651;PROGRAMA AMBIENTE;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;1107527;SERVICIO DE BIENESTAR DE SALUD;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;1114708;SERVICIO DE BIENESTAR MUNICIPAL;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;5170;DAF;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;5171;SECPLAN;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;5173;EDUCACIÓN;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN FABIAN;128889;69.140.700-4;5174;SALUD;Ñuble
Municipalidades;I MUNICIPALIDAD DE CATEMU;129737;69.050.900-8;5198;FINANZAS;Valparaíso
Municipalidades;I MUNICIPALIDAD DE CATEMU;129737;69.050.900-8;5200;DAEM;Valparaíso
Municipalidades;I MUNICIPALIDAD DE CATEMU;129737;69.050.900-8;5201;SALUD;Valparaíso
Municipalidades;I MUNICIPALIDAD DE CUNCO;129738;69.191.000-8;5199;SALUD;Araucanía
Municipalidades;I MUNICIPALIDAD DE CUNCO;129738;69.191.000-8;5202;MUNICIPALIDAD DE CUNCO;Araucanía
Municipalidades;I MUNICIPALIDAD DE CUNCO;129738;69.191.000-8;5203;EDUCACIÓN;Araucanía
Gob. Central, Universidades;UNIVERSIDAD DE ANTOFAGASTA;130585;70.791.800-4;5209;UNIVERSIDAD DE ANTOFAGASTA;Antofagasta
Gob. Central, Universidades;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUC.;130972;70.754.700-6;5385;ADQUISICIONES;Valparaíso
Gob. Central, Universidades;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUC.;130972;70.754.700-6;5998;BIENESTAR DEL PERSONAL;Valparaíso
Gob. Central, Universidades;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUC.;130972;70.754.700-6;6067;LABORATORIO DE TOXICOLOGIA;Valparaíso
Gob. Central, Universidades;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUC.;130972;70.754.700-6;802021;PROYECTOS UPLA;Valparaíso
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;1097326;SUPEREDUC DIRECCION REGIONAL XVI;Ñuble
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;709603;SUPERINTENDENCIA DE EDUCACIÓN ESCOLAR;Metropolitana
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792895;SUPEREDUC DIRECCION REGIONAL I;Tarapacá
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792898;SUPEREDUC DIRECCION REGIONAL II;Antofagasta
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792899;SUPEREDUC DIRECCION REGIONAL III;Atacama
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792901;SUPEREDUC DIRECCION REGIONAL IV;Coquimbo
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792902;SUPEREDUC DIRECCION REGIONAL V;Valparaíso
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792903;SUPEREDUC DIRECCION REGIONAL VI;Lib. Gral. Bdo. O'Higgins
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792905;SUPEREDUC DIRECCION REGIONAL VII;Maule
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792906;SUPEREDUC DIRECCION REGIONAL VIII;Bío-Bío
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792907;SUPEREDUC DIRECCION REGIONAL IX;Araucanía
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792909;SUPEREDUC DIRECCION REGIONAL X;Los Lagos
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792911;SUPEREDUC DIRECCION REGIONAL XI;Aysén
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792912;SUPEREDUC DIRECCION REGIONAL XII;Magallanes y Antártica
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792913;SUPEREDUC DIRECCION REGIONAL METROPOLITANA;Metropolitana
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792962;SUPEREDUC DIRECCION REGIONAL XV;Arica y Parinacota
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;792969;SUPEREDUC DIRECCION REGIONAL XIV;Los Ríos
Gob. Central, Universidades;SUPERINTENDENCIA DE EDUCACION ESCOLAR;1309788;61.980.220-9;928639;BIENESTAR;Metropolitana
Gob. Central, Universidades;COMISION PARA EL MERCADO FINANCIERO;1309826;60.810.000-8;709640;BANCOS E INSTITUCIONES FINANCIERAS;Metropolitana
Gob. Central, Universidades;COMISION PARA EL MERCADO FINANCIERO;1309826;70.046.500-4;945128;SERVICIO DE BIENESTAR DE LA SBIF;Metropolitana
Municipalidades;ASOCIACIÓN CHILENA DE MUNICIPALIDADES;1317359;69.265.990-2;717503;ASOCIACIÓN CHILENA DE MUNICIPALIDADES;Metropolitana
Gob. Central, Universidades;AGENCIA DE CALIDAD DE LA EDUCACION;1317960;61.980.230-6;721703;NIVEL CENTRAL;Metropolitana
Gob. Central, Universidades;AGENCIA DE CALIDAD DE LA EDUCACION;1317960;61.980.230-6;806682;SERVICIO DE BIENESTAR;Metropolitana
Municipalidades;I MUNICIPALIDAD DE ZAPALLAR;132199;69.050.400-6;5219;IMUNI_ ZAPALLAR;Valparaíso
Municipalidades;I MUNICIPALIDAD DE ZAPALLAR;132199;69.050.400-6;5471;SALUD_ZAPALLAR;Valparaíso
Municipalidades;I MUNICIPALIDAD DE ZAPALLAR;132199;69.050.400-6;5472;EDUCACION_ZAPALLAR;Valparaíso
Municipalidades;I MUNICIPALIDAD DE ZAPALLAR;132199;69.050.400-6;5473;ADQUISICIONES;Valparaíso
Municipalidades;I MUNICIPALIDAD DE ZAPALLAR;132199;69.050.400-6;6238;LICITACIONES;Valparaíso
Municipalidades;ILUSTRE MUNICIPALIDAD DE ERCILLA;132741;69.180.600-6;5224;ADQUISICIONES;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE ERCILLA;132741;69.180.600-6;5225;EDUCACIÓN;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE ERCILLA;132741;69.180.600-6;5226;SALUD;Araucanía
Gob. Central, Universidades;SUBSECRETARIA DE EVALUACION SOCIAL;1329930;61.980.240-3;730566;SUBSECRETARÍA DE EVALUACIÓN SOCIAL;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE CUREPTO;133311;69.110.300-5;1112547;BIENESTAR MUNICIPAL;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CUREPTO;133311;69.110.300-5;5231;DEPTO. ADM. Y FINANZAS;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CUREPTO;133311;69.110.300-5;5232;DEPTO. EDUCACION;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CUREPTO;133311;69.110.300-5;5233;DEPTO. SALUD;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE PERQUENCO;133899;69.190.300-1;5239;ADQUISICIONES;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE PERQUENCO;133899;69.190.300-1;5240;EDUCACIÓN;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE PERQUENCO;133899;69.190.300-1;5241;SALUD;Araucanía
Salud;CENTRO ASISTENCIAL NORTE DE ANTOFAGASTA;1339711;61.980.050-8;740820;CENTRO ASISTENCIAL NORTE DE ANTOFAGASTA;Antofagasta
Legislativo y judicial;SEGUNDO TRIBUNAL AMBIENTAL;1342660;61.980.250-0;743848;SEGUNDO TRIBUNAL AMBIENTAL;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE ÑIQUEN;134356;69.140.600-8;5245;I.MUNICIPALIDAD DE ÑIQUEN;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE ÑIQUEN;134356;69.140.600-8;5246;DEPARTAMENTO DE SALUD;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE ÑIQUEN;134356;69.140.600-8;5247;DEPARTAMENTO DE EDUCACIÓN;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE ÑIQUEN;134356;69.140.600-8;5248;OTEC;Ñuble
Otros;CORP.MUNICIPAL GABRIEL GONZALEZ VIDELA DE LA SERENA;1344662;70.892.100-9;745915;ÁREA ADMINISTRACIÓN;Coquimbo
Otros;CORP.MUNICIPAL GABRIEL GONZALEZ VIDELA DE LA SERENA;1344662;70.892.100-9;750301;ÁREA SALUD;Coquimbo
Otros;CORP.MUNICIPAL GABRIEL GONZALEZ VIDELA DE LA SERENA;1344662;70.892.100-9;908585;JARDINES INFANTILES VTF;Coquimbo
Municipalidades;I MUNICIPALIDAD DE SAN VICENTE;135559;69.081.000-k;1050283;UNIDAD DE COMPRAS MUNICIPAL;Lib. Gral. Bdo. O'Higgins
Municipalidades;I MUNICIPALIDAD DE SAN VICENTE;135559;69.081.000-k;5287;ILUSTRE MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGU;Lib. Gral. Bdo. O'Higgins
Municipalidades;I MUNICIPALIDAD DE SAN VICENTE;135559;69.081.000-k;779243;DIRECCIÓN DE DESARROLLO COMUNITARIO;Lib. Gral. Bdo. O'Higgins
Municipalidades;I MUNICIPALIDAD DE SAN VICENTE;135559;69.081.000-k;788110;DEPARTAMENTO DE SALUD;Lib. Gral. Bdo. O'Higgins
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.700-8;5268;DAF;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.701-6;5275;DAEM;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.700-8;5276;SALUD;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.700-8;5277;CEMENTERIOS;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.700-8;5279;SECPLAN;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;69.170.700-8;5280;S.BIENESTAR;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE NACIMIENTO;135561;60.903.257-K;5588;LICEO MUNICIPAL DE NACIMIENTO;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;1030177;ADMINISTRACIÓN;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;5269;ADQUISICIONES Y FINANZAS;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.401-9;5281;DAEM;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;5282;SECPLAN;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;61.972.800-9;5283;SALUD MUNICIPAL;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;5953;DIDECO;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;5954;DOM;Ñuble
Municipalidades;ILUSTRE MUNICIPALIDAD DE QUILLON;135562;69.141.400-0;5956;FOMENTO PRODUCTIVO;Ñuble
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;306241;ILUSTRE MUNICIPALIDAD DE FREIRINA;Atacama
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;5270;SECRETARÍA DE PLANIFICACIÓN COMUNAL;Atacama
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;5272;ADQUISIONES ;Atacama
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;5273;EDUCACION MUNICIPAL;Atacama
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;5274;SALUD MUNICIPAL;Atacama
Municipalidades;I MUNICIPALIDAD DE FREIRINA;135567;69.030.600-k;611012;DEPARTAMENTO DE CEMENTERIO MUNICIPAL;Atacama
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE ISLA DE PASCUA;135959;60.511.053-3;5289;DELEGACION PRESIDENCIAL PROVINCIAL ISLA DE PASCUA;Valparaíso
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE ISLA DE PASCUA;135959;60.511.053-3;551477;COMPRAS ORASMI  52-0;Valparaíso
Municipalidades;SERVICIO BIENESTAR PERSONAL ILUSTRE MUNICIPALIDAD DE LOS MUERMOS;1359748;72.219.800-K;761456;DEPARTAMENTO DE COMPRAS;Los Lagos
Municipalidades;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;136421;69.151.100-6;5293;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;136421;69.151.102-2;5294;DEPARTAMENTO DE SALUD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;136421;69.151.101-4;5295;DEPARTAMENTO DE EDUCACIÓN;Bío-Bío
Salud;HOSPITAL CLINICO METROPOLITANO LA FLORIDA DRA ELOISA DIAZ INSUNZA;1375151;65.075.485-9;777304;UNIDAD DE COMPRA INSUMOS  Y OTROS;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO LA FLORIDA DRA ELOISA DIAZ INSUNZA;1375151;65.075.485-9;812030;MEDICAMENTOS, OXIGENO Y TRAUMA;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO LA FLORIDA DRA ELOISA DIAZ INSUNZA;1375151;65.075.485-9;812261;CONVENIOS , OPERACIONES , INFORMATICA;Metropolitana
Legislativo y judicial;ILUSTRE TERCER TRIBUNAL AMBIENTAL;1378463;61.980.330-2;780724;ILUSTRE TERCER TRIBUNAL AMBIENTAL;Los Ríos
Salud;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;1379869;61.980.320-5;1057472;BIENES Y SERVICIOS;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;1379869;61.980.320-5;1057862;ACTIVOS FIJOS;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;1379869;61.980.320-5;1058071;FÁRMARCOS;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;1379869;61.980.320-5;1058541;COMPRA CONJUNTA SNSS;Metropolitana
Salud;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;1379869;61.980.320-5;782174;DEPARTAMENTO DE LOGISTICA Y ABASTECIMIENTO;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE LUMACO;138211;69.180.800-9;5322;ADQUISICIONES;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE LUMACO;138211;69.180.800-9;5323;SALUD;Araucanía
Municipalidades;ILUSTRE MUNICIPALIDAD DE LUMACO;138211;69.180.800-9;5324;EDUCACION;Araucanía
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-K;1039532;CONSTRUCCION DOM;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;5463;UNIDAD TECNICA;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;5464;UNIDAD NORMAL;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;5465;UNIDAD DAEM;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;640840;SALUD;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;735838;UNIDAD DAEM PROGRAMAS;Valparaíso
Municipalidades;I MUNICIPALIDAD DE QUINTERO;138454;69.060.700-k;799761;PROGRAMAS MUNICIPAL;Valparaíso
Otros;CORP MUNICIPAL DE VALPARAISO PARA EL DESARROLLO SOCIAL;1396697;70.859.400-8;799512;CORPORACION MUNICIPAL DE VALPARAISO PARA EL DESARROLLO SOCIAL;Valparaíso
Gob. Central, Universidades;SUBSECRETARÍA DEL DEPORTE;1396777;61.980.360-4;799595;SUBSECRETARÍA DEL DEPORTE;Metropolitana
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;5370;ADMINISTRACION Y FINANZAS - DEPTO ADQUISICIONES;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;5372;EDUCACIÓN;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.601-0;5373;DIRECCION DE SALUD;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;557031;CONTRATACION DIRECTA- PMU;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;6413;CEMENTERIO MUNICIPAL;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;6414;COMITÉ DE BIENESTAR - I. MUNICIPALIDAD DE HUALQUI;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.600-2;6415;SECRETARIA DE PLANIFICACION MUNICIPAL (SECPLAN);Bío-Bío
Municipalidades;I MUNICIPALIDAD DE HUALQUI DEPARTAMENTO DE SALUD;140867;69.150.601-0;918023;SERVICIO DE BIENESTAR - DIRECCION DE SALUD;Bío-Bío
Municipalidades;I.MUNICIPALIDAD DE ROMERAL;141881;69.100.200-4;5389;MUNICIPALIDAD;Maule
Municipalidades;I.MUNICIPALIDAD DE ROMERAL;141881;69.100.200-4;5391;EDUCACIÓN;Maule
Municipalidades;I.MUNICIPALIDAD DE ROMERAL;141881;69.100.200-4;5392;SALUD;Maule
Municipalidades;I.MUNICIPALIDAD DE ROMERAL;141881;69.100.200-4;5834;DIRECCION DE OBRAS MUNICIPALES;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CONTULMO;141884;69.160.600-7;5390;ADQUISICIONES MUNICIPALIDAD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CONTULMO;141884;69.160.601-5;5393;EDUCACIÓN;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CONTULMO;141884;72.762.500-3;5394;SALUD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE CONTULMO;141884;69.160.600-7;5446;SECPLAN;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE NEGRETE;142508;69.170.800-4;5402;ILUSTRE MUNICIPALIDAD DE NEGRETE;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE NEGRETE;142508;69.170.801-2;5403;DEPARTAMENTO DE EDUCACION;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE NEGRETE;142508;69.170.800-4;5404;DEPARTAMENTO DE SALUD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE PENCO;142575;69.150.501-4;5407;ILUSTRE MUNICIPALIDAD DE PENCO;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE PENCO;142575;69.150.502-2;5409;DEPARTAMENTO DE SALUD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE PENCO;142575;69.150.500-6;5410;MUNICIPALIDAD;Bío-Bío
Municipalidades;ILUSTRE MUNICIPALIDAD DE PENCO;142575;65.470.670-0;994309;SERVICIO DE BIENESTAR;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;1059253;BIENESTAR;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;1059261;DIMAO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;5411;ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;5412;DIRECCION DE OBRAS;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;5413;SECPLA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;5414;EDUCACION;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;5415;SALUD;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN PEDRO;142855;69.073.100-2;626529;DIDECO;Metropolitana
Salud;CESFAM LIRQUEN;1443597;61.980.370-1;1070329;BIENES Y SERVICIOS;Bío-Bío
Salud;CESFAM LIRQUEN;1443597;61.980.370-1;1070331;COMPRAS CONJUNTAS;Bío-Bío
Salud;CESFAM LIRQUEN;1443597;61.980.370-1;1070333;FÁRMACOS;Bío-Bío
Salud;CESFAM LIRQUEN;1443597;61.980.370-1;847716;CESFAM LIRQUEN;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TREHUACO;145365;69.250.600-6;5435;ADMINISTRACIÓN Y FINANZAS;Ñuble
Municipalidades;I MUNICIPALIDAD DE TREHUACO;145365;69.266.400-0;5436;DEPTO. DE SALUD;Ñuble
Municipalidades;I MUNICIPALIDAD DE TREHUACO;145365;69.250.602-2;5437;DEPTO. DE EDUCACIÓN;Ñuble
Municipalidades;I MUNICIPALIDAD DE TREHUACO;145365;69.250.600-6;5877;SECPLAN;Ñuble
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;1057554;BIENES Y SERVICIOS;Valparaíso
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;1057944;ACTIVOS FIJOS;Valparaíso
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;1058141;FÁRMARCOS;Valparaíso
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;1058623;COMPRA CONJUNTA SNSS;Valparaíso
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;1078787;FONDOS EXTRAPRESUPUESTARIOS;Valparaíso
Salud;SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN;1468521;61.602.054-4;873299;UNIDAD DE ABASTECIMIENTOS;Valparaíso
Gob. Central, Universidades;UNIVERSIDAD DE AYSEN;1480923;61.980.520-8;1057062;PROYECTOS;Aysén
Gob. Central, Universidades;UNIVERSIDAD DE AYSEN;1480923;61.980.520-8;886182;UNIVERSIDAD DE AYSEN;Aysén
Gob. Central, Universidades;UNIVERSIDAD DE O HIGGINS;1484134;61.980.530-5;889473;UNIVERSIDAD DE O HIGGINS;Lib. Gral. Bdo. O'Higgins
Municipalidades;ILUSTRE MUNICIPALIDAD DE GRANEROS;148507;69.080.300-3;5478;DEPTO. ADQUISICIONES MUNICIPALES;Lib. Gral. Bdo. O'Higgins
Municipalidades;ILUSTRE MUNICIPALIDAD DE GRANEROS;148507;69.080.300-3;5479;DEPTO. DE EDUCACIÓN;Lib. Gral. Bdo. O'Higgins
Gob. Central, Universidades;SUBSECRETARIA DE EDUCACION PARVULARIA;1489605;61.980.540-2;895072;UNIDAD DE COMPRAS;Metropolitana
Otros;ARTESANÍAS CHILE;1499491;65.175.180-2;905173;ADMINISTRACIÓN Y FINANZAS;Metropolitana
Gob. Central, Universidades;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;1512218;61.980.680-8;918434;MINISTERIO DE LA MUJER Y LA EQUIDAD DE GÉNERO;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;1530575;61.980.620-4;1074659;COMPRA CONJUNTA SNSS;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;1530575;61.980.620-4;1076710;FÁRMACOS CRS HPC;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;1530575;61.980.620-4;1076711;ACTIVO FIJO CRS HPC;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;1530575;61.980.620-4;1077456;ADMINISTRACION DE FONDOS CRS HPC;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;1530575;61.980.620-4;937232;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;Metropolitana
Salud;HOSPITAL SANTA ELISA;1546095;61.980.670-0;1067355;BIENES Y SERVICIOS;Los Ríos
